key	item	tau
gsed2208	aqicmc033	60.2181788045813
gsed2208	aqicmc038	70.6214687963095
gsed2208	aqicmc040	68.0827150372421
gsed2208	aqicmc061	78.9574047630856
gsed2208	aqifmc025	51.9332496740639
gsed2208	aqifmc033	72.7739344815385
gsed2208	aqigmc012	32.5936047162401
gsed2208	aqigmc018	37.6003144394275
gsed2208	aqigmc020	43.4671064510224
gsed2208	aqigmc021	43.2089436228126
gsed2208	aqigmc022	45.231532326117
gsed2208	aqigmc023	42.9724952575015
gsed2208	aqigmc024	48.1642633426293
gsed2208	aqigmc026	50.1725354942175
gsed2208	aqigmc027	50.5976547788661
gsed2208	aqipxc037	73.650900891526
gsed2208	aqipxc043	71.5619615131458
gsed2208	barxxx005	33.892235887914
gsed2208	barxxx006	31.1547613203994
gsed2208	barxxx007	36.6337379574991
gsed2208	barxxx008	31.0601078589565
gsed2208	barxxx009	35.5287693180556
gsed2208	barxxx010	43.7292797479172
gsed2208	barxxx011	44.9800797108292
gsed2208	barxxx012	45.1543331168062
gsed2208	barxxx014	55.9958062153801
gsed2208	barxxx015	60.8272756448292
gsed2208	barxxx017	75.9753316026249
gsed2208	barxxx018	74.1787061543041
gsed2208	barxxx019	72.2514487274092
gsed2208	by1mdd039	29.3149653467958
gsed2208	by1mdd044	30.3957870412537
gsed2208	by1mdd046	25.9795777616037
gsed2208	by1mdd047	19.2721890733453
gsed2208	by1mdd051	26.6269903224775
gsed2208	by1mdd054	27.0526516118728
gsed2208	by1mdd056	30.6357039005378
gsed2208	by1mdd057	25.1422188944593
gsed2208	by1mdd058	31.3940559936341
gsed2208	by1mdd060	32.6043218504194
gsed2208	by1mdd062	28.7882894655618
gsed2208	by1mdd063	28.5711578097433
gsed2208	by1mdd064	35.968290024731
gsed2208	by1mdd066	27.3315548698651
gsed2208	by1mdd067	31.8481204889048
gsed2208	by1mdd068	28.7915364525173
gsed2208	by1mdd069	29.8141728128038
gsed2208	by1mdd070	34.1839727111956
gsed2208	by1mdd071	30.9442609556434
gsed2208	by1mdd072	26.1881988581037
gsed2208	by1mdd073	43.1319972720606
gsed2208	by1mdd078	34.4358827822618
gsed2208	by1mdd080	38.157371821679
gsed2208	by1mdd086	41.1442585106972
gsed2208	by1mdd088	37.6004681053476
gsed2208	by1mdd089	50.1612300413891
gsed2208	by1mdd090	37.8102057049839
gsed2208	by1mdd091	38.5838736022121
gsed2208	by1mdd094	44.3125279664597
gsed2208	by1mdd095	46.4285437541938
gsed2208	by1mdd096	49.6247266755346
gsed2208	by1mdd097	50.401280257194
gsed2208	by1mdd098	50.2755608675963
gsed2208	by1mdd099	43.8238541082771
gsed2208	by1mdd100	46.9880743385451
gsed2208	by1mdd101	48.872274202664
gsed2208	by1mdd102	44.6480882948602
gsed2208	by1mdd103	43.8245136191826
gsed2208	by1mdd104	45.3188978594717
gsed2208	by1mdd105	49.0368857667
gsed2208	by1mdd106	53.1528074177904
gsed2208	by1mdd107	47.2007655055358
gsed2208	by1mdd108	48.5406886874789
gsed2208	by1mdd111	55.4361637429374
gsed2208	by1mdd112	54.4661519991423
gsed2208	by1mdd113	56.744376690465
gsed2208	by1mdd115	54.4972840711388
gsed2208	by1mdd116	52.3640520424233
gsed2208	by1mdd117	58.6737465079321
gsed2208	by1mdd118	54.3338910407885
gsed2208	by1mdd119	57.3826515177299
gsed2208	by1mdd131	58.7489513625614
gsed2208	by1mdd134	65.3969647739644
gsed2208	by1mdd136	78.4930579486037
gsed2208	by1mdd143	72.064114539626
gsed2208	by1pdd020	33.8711187945485
gsed2208	by1pdd023	30.363828466002
gsed2208	by1pdd025	28.3955174561089
gsed2208	by1pdd027	29.7852750212177
